sentence_id,logprob,precision,overall_bias
190,-22.7083984375,fp16,-23.081142777333767
191,-25.094439338235293,fp16,-23.081142777333767
192,-22.290271577380953,fp16,-23.081142777333767
193,-24.261452414772727,fp16,-23.081142777333767
194,-22.10199652777778,fp16,-23.081142777333767
195,-24.41690340909091,fp16,-23.081142777333767
196,-24.520345052083332,fp16,-23.081142777333767
197,-24.0431640625,fp16,-23.081142777333767
198,-23.47900390625,fp16,-23.081142777333767
199,-23.130078125,fp16,-23.081142777333767
200,-21.534040178571427,fp16,-23.081142777333767
201,-25.276811079545453,fp16,-23.081142777333767
202,-21.540201822916668,fp16,-23.081142777333767
203,-22.401599702380953,fp16,-23.081142777333767
204,-22.5001953125,fp16,-23.081142777333767
205,-23.55859375,fp16,-23.081142777333767
206,-21.09375,fp16,-23.081142777333767
207,-22.965234375,fp16,-23.081142777333767
208,-22.734747023809526,fp16,-23.081142777333767
209,-24.15625,fp16,-23.081142777333767
210,-22.354329427083332,fp16,-23.081142777333767
211,-23.80439453125,fp16,-23.081142777333767
212,-21.928515625,fp16,-23.081142777333767
213,-23.0482421875,fp16,-23.081142777333767
214,-21.38623046875,fp16,-23.081142777333767
215,-23.6013671875,fp16,-23.081142777333767
216,-22.21781994047619,fp16,-23.081142777333767
217,-23.936383928571427,fp16,-23.081142777333767
218,-24.392299107142858,fp16,-23.081142777333767
219,-23.639873798076923,fp16,-23.081142777333767
220,-21.723188920454547,fp16,-23.081142777333767
221,-21.854817708333332,fp16,-23.081142777333767
222,-21.858072916666668,fp16,-23.081142777333767
223,-24.641036184210527,fp16,-23.081142777333767
224,-21.256591796875,fp16,-23.081142777333767
225,-25.032877604166668,fp16,-23.081142777333767
226,-23.139973958333332,fp16,-23.081142777333767
227,-23.678444602272727,fp16,-23.081142777333767
228,-21.824381510416668,fp16,-23.081142777333767
229,-24.34077380952381,fp16,-23.081142777333767
230,-23.199573863636363,fp16,-23.081142777333767
231,-24.471413352272727,fp16,-23.081142777333767
232,-22.70791903409091,fp16,-23.081142777333767
233,-23.594460227272727,fp16,-23.081142777333767
234,-22.889136904761905,fp16,-23.081142777333767
235,-23.04780505952381,fp16,-23.081142777333767
236,-22.636948529411764,fp16,-23.081142777333767
237,-23.69624255952381,fp16,-23.081142777333767
238,-21.60830965909091,fp16,-23.081142777333767
239,-21.93741122159091,fp16,-23.081142777333767
240,-23.684283088235293,fp16,-23.081142777333767
241,-24.82177734375,fp16,-23.081142777333767
242,-23.01278409090909,fp16,-23.081142777333767
243,-24.038671875,fp16,-23.081142777333767
244,-23.513392857142858,fp16,-23.081142777333767
245,-25.20654296875,fp16,-23.081142777333767
246,-23.129831414473685,fp16,-23.081142777333767
247,-23.2984375,fp16,-23.081142777333767
248,-22.558902138157894,fp16,-23.081142777333767
249,-22.849949048913043,fp16,-23.081142777333767
250,-21.45703125,fp16,-23.081142777333767
251,-23.318489583333335,fp16,-23.081142777333767
252,-23.236553485576923,fp16,-23.081142777333767
253,-23.04248046875,fp16,-23.081142777333767
254,-20.8603515625,fp16,-23.081142777333767
255,-22.916015625,fp16,-23.081142777333767
256,-21.32196514423077,fp16,-23.081142777333767
257,-23.52921195652174,fp16,-23.081142777333767
258,-22.15686677631579,fp16,-23.081142777333767
259,-22.385120738636363,fp16,-23.081142777333767
260,-24.35341282894737,fp16,-23.081142777333767
261,-23.5625,fp16,-23.081142777333767
262,-23.707625679347824,fp16,-23.081142777333767
263,-22.335611979166668,fp16,-23.081142777333767
264,-22.992453835227273,fp16,-23.081142777333767
265,-23.330699573863637,fp16,-23.081142777333767
266,-20.121243990384617,fp16,-23.081142777333767
267,-21.71773726851852,fp16,-23.081142777333767
268,-23.28880774456522,fp16,-23.081142777333767
269,-22.98994140625,fp16,-23.081142777333767
270,-21.8184375,fp16,-23.081142777333767
271,-22.05984375,fp16,-23.081142777333767
272,-22.9552734375,fp16,-23.081142777333767
273,-24.08372961956522,fp16,-23.081142777333767
274,-24.094105113636363,fp16,-23.081142777333767
275,-23.16591282894737,fp16,-23.081142777333767
276,-22.705859375,fp16,-23.081142777333767
277,-23.887129934210527,fp16,-23.081142777333767
278,-22.576596467391305,fp16,-23.081142777333767
279,-22.76708984375,fp16,-23.081142777333767
280,-24.400111607142858,fp16,-23.081142777333767
281,-23.764122596153847,fp16,-23.081142777333767
282,-22.814127604166668,fp16,-23.081142777333767
283,-23.732865767045453,fp16,-23.081142777333767
284,-21.1044921875,fp16,-23.081142777333767
285,-20.88984375,fp16,-23.081142777333767
286,-23.014485677083332,fp16,-23.081142777333767
287,-24.62255859375,fp16,-23.081142777333767
288,-22.622012867647058,fp16,-23.081142777333767
289,-23.85629111842105,fp16,-23.081142777333767
290,-22.108723958333332,fp16,-23.081142777333767
291,-23.359002976190474,fp16,-23.081142777333767
292,-22.728693181818183,fp16,-23.081142777333767
293,-23.337357954545453,fp16,-23.081142777333767
294,-23.046061197916668,fp16,-23.081142777333767
295,-24.033735795454547,fp16,-23.081142777333767
296,-21.013206845238095,fp16,-23.081142777333767
297,-22.922902960526315,fp16,-23.081142777333767
298,-20.802309782608695,fp16,-23.081142777333767
299,-22.686141304347824,fp16,-23.081142777333767
300,-22.933756510416668,fp16,-23.081142777333767
301,-23.31742527173913,fp16,-23.081142777333767
302,-23.66796875,fp16,-23.081142777333767
303,-22.6001953125,fp16,-23.081142777333767
304,-22.639498197115383,fp16,-23.081142777333767
305,-21.911051432291668,fp16,-23.081142777333767
306,-22.14108455882353,fp16,-23.081142777333767
307,-23.41796875,fp16,-23.081142777333767
308,-22.129317434210527,fp16,-23.081142777333767
309,-23.727941176470587,fp16,-23.081142777333767
310,-22.55201480263158,fp16,-23.081142777333767
311,-24.368430397727273,fp16,-23.081142777333767
312,-23.57528409090909,fp16,-23.081142777333767
313,-23.780133928571427,fp16,-23.081142777333767
314,-22.2255859375,fp16,-23.081142777333767
315,-22.971413352272727,fp16,-23.081142777333767
316,-21.52734375,fp16,-23.081142777333767
317,-22.68955592105263,fp16,-23.081142777333767
318,-22.437109375,fp16,-23.081142777333767
319,-25.091974431818183,fp16,-23.081142777333767
320,-22.98330965909091,fp16,-23.081142777333767
321,-23.882068452380953,fp16,-23.081142777333767
322,-23.231889204545453,fp16,-23.081142777333767
323,-24.4796875,fp16,-23.081142777333767
324,-21.222123579545453,fp16,-23.081142777333767
325,-22.391157670454547,fp16,-23.081142777333767
326,-22.22265625,fp16,-23.081142777333767
327,-23.84765625,fp16,-23.081142777333767
328,-21.50205592105263,fp16,-23.081142777333767
329,-23.686060855263158,fp16,-23.081142777333767
330,-24.37421875,fp16,-23.081142777333767
331,-25.544921875,fp16,-23.081142777333767
332,-21.78359375,fp16,-23.081142777333767
333,-22.846277573529413,fp16,-23.081142777333767
334,-24.155061141304348,fp16,-23.081142777333767
335,-24.466441761363637,fp16,-23.081142777333767
336,-23.437779017857142,fp16,-23.081142777333767
337,-21.759410511363637,fp16,-23.081142777333767
338,-23.5611328125,fp16,-23.081142777333767
339,-22.412417763157894,fp16,-23.081142777333767
340,-22.196875,fp16,-23.081142777333767
341,-24.12234375,fp16,-23.081142777333767
342,-23.355840773809526,fp16,-23.081142777333767
343,-21.86629971590909,fp16,-23.081142777333767
344,-22.859095982142858,fp16,-23.081142777333767
345,-24.802662037037038,fp16,-23.081142777333767
346,-22.57502693965517,fp16,-23.081142777333767
347,-22.782291666666666,fp16,-23.081142777333767
348,-21.18189538043478,fp16,-23.081142777333767
349,-23.33759765625,fp16,-23.081142777333767
350,-22.48929398148148,fp16,-23.081142777333767
351,-24.223307291666668,fp16,-23.081142777333767
352,-20.859375,fp16,-23.081142777333767
353,-22.312313988095237,fp16,-23.081142777333767
354,-22.35595703125,fp16,-23.081142777333767
355,-22.992268880208332,fp16,-23.081142777333767
356,-22.6162109375,fp16,-23.081142777333767
357,-22.37087673611111,fp16,-23.081142777333767
358,-24.007982336956523,fp16,-23.081142777333767
359,-22.76767113095238,fp16,-23.081142777333767
360,-22.710123697916668,fp16,-23.081142777333767
361,-24.428385416666668,fp16,-23.081142777333767
362,-22.089164402173914,fp16,-23.081142777333767
363,-23.48046875,fp16,-23.081142777333767
364,-23.095,fp16,-23.081142777333767
365,-23.76392663043478,fp16,-23.081142777333767
366,-23.460069444444443,fp16,-23.081142777333767
367,-23.683984375,fp16,-23.081142777333767
368,-23.101902173913043,fp16,-23.081142777333767
369,-22.496263586956523,fp16,-23.081142777333767
370,-22.877485795454547,fp16,-23.081142777333767
371,-23.842507102272727,fp16,-23.081142777333767
372,-22.698640046296298,fp16,-23.081142777333767
373,-22.9684375,fp16,-23.081142777333767
374,-23.413194444444443,fp16,-23.081142777333767
375,-25.326171875,fp16,-23.081142777333767
376,-23.260569852941178,fp16,-23.081142777333767
377,-21.39576480263158,fp16,-23.081142777333767
378,-23.630615234375,fp16,-23.081142777333767
379,-22.442626953125,fp16,-23.081142777333767
380,-23.696751644736842,fp16,-23.081142777333767
381,-24.002604166666668,fp16,-23.081142777333767
382,-22.15234375,fp16,-23.081142777333767
383,-20.719089673913043,fp16,-23.081142777333767
384,-22.91671875,fp16,-23.081142777333767
385,-25.38969494047619,fp16,-23.081142777333767
386,-23.27920386904762,fp16,-23.081142777333767
387,-23.625,fp16,-23.081142777333767
388,-24.116875,fp16,-23.081142777333767
389,-23.39306640625,fp16,-23.081142777333767
390,-22.0814453125,fp16,-23.081142777333767
391,-23.07986111111111,fp16,-23.081142777333767
392,-22.10908203125,fp16,-23.081142777333767
393,-23.667454769736842,fp16,-23.081142777333767
394,-23.71813322368421,fp16,-23.081142777333767
395,-24.575390625,fp16,-23.081142777333767
0,-25.228050595238095,8bit,-22.945923260467623
1,-24.681126644736842,8bit,-22.945923260467623
2,-22.450303819444443,8bit,-22.945923260467623
3,-22.69263980263158,8bit,-22.945923260467623
4,-23.51171875,8bit,-22.945923260467623
5,-24.41610863095238,8bit,-22.945923260467623
6,-22.178515625,8bit,-22.945923260467623
7,-22.724853515625,8bit,-22.945923260467623
8,-23.664388020833332,8bit,-22.945923260467623
9,-23.2248046875,8bit,-22.945923260467623
10,-22.28564453125,8bit,-22.945923260467623
11,-24.534598214285715,8bit,-22.945923260467623
12,-22.12992931547619,8bit,-22.945923260467623
13,-21.923561789772727,8bit,-22.945923260467623
14,-21.157552083333332,8bit,-22.945923260467623
15,-21.9278125,8bit,-22.945923260467623
16,-23.229352678571427,8bit,-22.945923260467623
17,-24.4517578125,8bit,-22.945923260467623
18,-22.821451822916668,8bit,-22.945923260467623
19,-23.56419836956522,8bit,-22.945923260467623
20,-23.091441761363637,8bit,-22.945923260467623
21,-22.3946875,8bit,-22.945923260467623
22,-23.58264802631579,8bit,-22.945923260467623
23,-24.24587673611111,8bit,-22.945923260467623
24,-21.837126358695652,8bit,-22.945923260467623
25,-22.44424715909091,8bit,-22.945923260467623
26,-21.473557692307693,8bit,-22.945923260467623
27,-22.497488839285715,8bit,-22.945923260467623
28,-23.92361111111111,8bit,-22.945923260467623
29,-23.872532894736842,8bit,-22.945923260467623
30,-20.610514322916668,8bit,-22.945923260467623
31,-23.633322010869566,8bit,-22.945923260467623
32,-23.171697443181817,8bit,-22.945923260467623
33,-22.806332236842106,8bit,-22.945923260467623
34,-22.850873161764707,8bit,-22.945923260467623
35,-23.050551470588236,8bit,-22.945923260467623
36,-22.10908203125,8bit,-22.945923260467623
37,-23.737165178571427,8bit,-22.945923260467623
38,-23.082236842105264,8bit,-22.945923260467623
39,-23.905505952380953,8bit,-22.945923260467623
40,-22.89164402173913,8bit,-22.945923260467623
41,-23.604758522727273,8bit,-22.945923260467623
42,-24.74453125,8bit,-22.945923260467623
43,-25.23546875,8bit,-22.945923260467623
44,-22.997209821428573,8bit,-22.945923260467623
45,-22.62979403409091,8bit,-22.945923260467623
46,-22.935614224137932,8bit,-22.945923260467623
47,-22.98296875,8bit,-22.945923260467623
48,-22.94325657894737,8bit,-22.945923260467623
49,-23.641652960526315,8bit,-22.945923260467623
50,-20.886067708333332,8bit,-22.945923260467623
51,-22.519903273809526,8bit,-22.945923260467623
52,-21.780717329545453,8bit,-22.945923260467623
53,-22.79776278409091,8bit,-22.945923260467623
54,-22.106827445652176,8bit,-22.945923260467623
55,-22.643998579545453,8bit,-22.945923260467623
56,-22.12469951923077,8bit,-22.945923260467623
57,-22.741861979166668,8bit,-22.945923260467623
58,-22.428199404761905,8bit,-22.945923260467623
59,-24.004464285714285,8bit,-22.945923260467623
60,-23.044270833333332,8bit,-22.945923260467623
61,-24.62265625,8bit,-22.945923260467623
62,-23.523065476190474,8bit,-22.945923260467623
63,-22.9169921875,8bit,-22.945923260467623
64,-22.76069972826087,8bit,-22.945923260467623
65,-24.73515625,8bit,-22.945923260467623
66,-22.08246527777778,8bit,-22.945923260467623
67,-23.74157072368421,8bit,-22.945923260467623
68,-21.585546875,8bit,-22.945923260467623
69,-21.6865234375,8bit,-22.945923260467623
70,-21.61451480263158,8bit,-22.945923260467623
71,-22.465587797619047,8bit,-22.945923260467623
72,-23.190696022727273,8bit,-22.945923260467623
73,-23.74546875,8bit,-22.945923260467623
74,-23.708203125,8bit,-22.945923260467623
75,-23.775213068181817,8bit,-22.945923260467623
76,-21.84625,8bit,-22.945923260467623
77,-23.952938988095237,8bit,-22.945923260467623
78,-22.315848214285715,8bit,-22.945923260467623
79,-23.23335597826087,8bit,-22.945923260467623
80,-22.189247532894736,8bit,-22.945923260467623
81,-22.8783203125,8bit,-22.945923260467623
82,-23.6265625,8bit,-22.945923260467623
83,-24.372265625,8bit,-22.945923260467623
84,-21.783854166666668,8bit,-22.945923260467623
85,-23.233072916666668,8bit,-22.945923260467623
86,-22.13060461956522,8bit,-22.945923260467623
87,-22.185546875,8bit,-22.945923260467623
88,-22.613620923913043,8bit,-22.945923260467623
89,-22.458426339285715,8bit,-22.945923260467623
90,-22.295516304347824,8bit,-22.945923260467623
91,-22.852678571428573,8bit,-22.945923260467623
92,-20.802408854166668,8bit,-22.945923260467623
93,-23.3709375,8bit,-22.945923260467623
94,-24.797037760416668,8bit,-22.945923260467623
95,-24.84578125,8bit,-22.945923260467623
96,-21.102306547619047,8bit,-22.945923260467623
97,-22.8513671875,8bit,-22.945923260467623
98,-24.117431640625,8bit,-22.945923260467623
99,-21.897705078125,8bit,-22.945923260467623
100,-21.898828125,8bit,-22.945923260467623
101,-24.525390625,8bit,-22.945923260467623
102,-22.121512276785715,8bit,-22.945923260467623
103,-22.805930397727273,8bit,-22.945923260467623
104,-22.625150240384617,8bit,-22.945923260467623
105,-23.875,8bit,-22.945923260467623
106,-23.673990885416668,8bit,-22.945923260467623
107,-24.775745738636363,8bit,-22.945923260467623
108,-20.5126953125,8bit,-22.945923260467623
109,-23.16885653409091,8bit,-22.945923260467623
110,-23.288783482142858,8bit,-22.945923260467623
111,-23.4490625,8bit,-22.945923260467623
112,-23.718005952380953,8bit,-22.945923260467623
113,-24.164434523809526,8bit,-22.945923260467623
114,-23.333984375,8bit,-22.945923260467623
115,-24.28851996527778,8bit,-22.945923260467623
116,-23.48743206521739,8bit,-22.945923260467623
117,-24.7109375,8bit,-22.945923260467623
118,-24.28577302631579,8bit,-22.945923260467623
119,-21.5962890625,8bit,-22.945923260467623
120,-23.91024502840909,8bit,-22.945923260467623
121,-22.879245923913043,8bit,-22.945923260467623
122,-22.727982954545453,8bit,-22.945923260467623
123,-23.639204545454547,8bit,-22.945923260467623
124,-23.67921875,8bit,-22.945923260467623
125,-21.650390625,8bit,-22.945923260467623
126,-22.083470394736842,8bit,-22.945923260467623
127,-22.992393092105264,8bit,-22.945923260467623
128,-21.80126953125,8bit,-22.945923260467623
129,-24.584635416666668,8bit,-22.945923260467623
130,-21.54093070652174,8bit,-22.945923260467623
131,-22.78701636904762,8bit,-22.945923260467623
132,-24.352590460526315,8bit,-22.945923260467623
133,-23.562779017857142,8bit,-22.945923260467623
134,-23.454520089285715,8bit,-22.945923260467623
135,-23.364095052083332,8bit,-22.945923260467623
136,-20.45596590909091,8bit,-22.945923260467623
137,-22.87261284722222,8bit,-22.945923260467623
138,-22.720703125,8bit,-22.945923260467623
139,-21.281072443181817,8bit,-22.945923260467623
140,-23.299342105263158,8bit,-22.945923260467623
141,-23.377878289473685,8bit,-22.945923260467623
142,-22.8828125,8bit,-22.945923260467623
143,-23.6365625,8bit,-22.945923260467623
144,-23.65205078125,8bit,-22.945923260467623
145,-22.762586805555557,8bit,-22.945923260467623
146,-24.3466796875,8bit,-22.945923260467623
147,-25.326171875,8bit,-22.945923260467623
148,-22.30671875,8bit,-22.945923260467623
149,-21.569110576923077,8bit,-22.945923260467623
150,-23.2873046875,8bit,-22.945923260467623
151,-25.0427734375,8bit,-22.945923260467623
152,-24.3099609375,8bit,-22.945923260467623
153,-23.993954613095237,8bit,-22.945923260467623
154,-23.675271739130434,8bit,-22.945923260467623
155,-22.625177556818183,8bit,-22.945923260467623
156,-22.579799107142858,8bit,-22.945923260467623
157,-23.307262073863637,8bit,-22.945923260467623
158,-21.366536458333332,8bit,-22.945923260467623
159,-23.387462797619047,8bit,-22.945923260467623
160,-22.383840460526315,8bit,-22.945923260467623
161,-23.20045230263158,8bit,-22.945923260467623
162,-22.59353298611111,8bit,-22.945923260467623
163,-23.249080882352942,8bit,-22.945923260467623
164,-21.551815257352942,8bit,-22.945923260467623
165,-21.01078869047619,8bit,-22.945923260467623
166,-21.520063920454547,8bit,-22.945923260467623
167,-22.5779296875,8bit,-22.945923260467623
168,-24.002766927083332,8bit,-22.945923260467623
169,-21.195652173913043,8bit,-22.945923260467623
170,-22.088654891304348,8bit,-22.945923260467623
171,-23.4434375,8bit,-22.945923260467623
172,-21.67109375,8bit,-22.945923260467623
173,-22.8849609375,8bit,-22.945923260467623
174,-22.509410511363637,8bit,-22.945923260467623
175,-23.5341796875,8bit,-22.945923260467623
176,-22.546875,8bit,-22.945923260467623
177,-22.694921875,8bit,-22.945923260467623
178,-22.454963235294116,8bit,-22.945923260467623
179,-22.9869384765625,8bit,-22.945923260467623
180,-24.300426136363637,8bit,-22.945923260467623
181,-23.121773097826086,8bit,-22.945923260467623
182,-23.486505681818183,8bit,-22.945923260467623
183,-23.1859375,8bit,-22.945923260467623
184,-21.008522727272727,8bit,-22.945923260467623
185,-21.7470703125,8bit,-22.945923260467623
186,-23.61939538043478,8bit,-22.945923260467623
187,-24.90909090909091,8bit,-22.945923260467623
188,-23.817649147727273,8bit,-22.945923260467623
189,-21.461635044642858,8bit,-22.945923260467623
190,-22.5638671875,8bit,-22.945923260467623
191,-24.96438419117647,8bit,-22.945923260467623
192,-22.07235863095238,8bit,-22.945923260467623
193,-24.136008522727273,8bit,-22.945923260467623
194,-21.983289930555557,8bit,-22.945923260467623
195,-24.330610795454547,8bit,-22.945923260467623
196,-24.50244140625,8bit,-22.945923260467623
197,-23.9013671875,8bit,-22.945923260467623
198,-23.57060546875,8bit,-22.945923260467623
199,-22.8904296875,8bit,-22.945923260467623
200,-21.430989583333332,8bit,-22.945923260467623
201,-25.095170454545453,8bit,-22.945923260467623
202,-21.506184895833332,8bit,-22.945923260467623
203,-22.399181547619047,8bit,-22.945923260467623
204,-22.4193359375,8bit,-22.945923260467623
205,-23.387408088235293,8bit,-22.945923260467623
206,-21.019120065789473,8bit,-22.945923260467623
207,-22.58984375,8bit,-22.945923260467623
208,-22.72842261904762,8bit,-22.945923260467623
209,-24.136439732142858,8bit,-22.945923260467623
210,-22.078287760416668,8bit,-22.945923260467623
211,-23.82099609375,8bit,-22.945923260467623
212,-21.833984375,8bit,-22.945923260467623
213,-23.187109375,8bit,-22.945923260467623
214,-21.142740885416668,8bit,-22.945923260467623
215,-23.4111328125,8bit,-22.945923260467623
216,-22.231770833333332,8bit,-22.945923260467623
217,-23.883556547619047,8bit,-22.945923260467623
218,-24.529947916666668,8bit,-22.945923260467623
219,-23.507361778846153,8bit,-22.945923260467623
220,-21.6484375,8bit,-22.945923260467623
221,-21.694010416666668,8bit,-22.945923260467623
222,-21.829799107142858,8bit,-22.945923260467623
223,-24.500411184210527,8bit,-22.945923260467623
224,-21.026611328125,8bit,-22.945923260467623
225,-24.79638671875,8bit,-22.945923260467623
226,-23.03732638888889,8bit,-22.945923260467623
227,-23.48055752840909,8bit,-22.945923260467623
228,-21.71337890625,8bit,-22.945923260467623
229,-24.096912202380953,8bit,-22.945923260467623
230,-23.148259943181817,8bit,-22.945923260467623
231,-24.156605113636363,8bit,-22.945923260467623
232,-22.51864346590909,8bit,-22.945923260467623
233,-23.412464488636363,8bit,-22.945923260467623
234,-22.64639136904762,8bit,-22.945923260467623
235,-23.066034226190474,8bit,-22.945923260467623
236,-22.502757352941178,8bit,-22.945923260467623
237,-23.429036458333332,8bit,-22.945923260467623
238,-21.464488636363637,8bit,-22.945923260467623
239,-21.83993252840909,8bit,-22.945923260467623
240,-23.537224264705884,8bit,-22.945923260467623
241,-24.851318359375,8bit,-22.945923260467623
242,-23.113103693181817,8bit,-22.945923260467623
243,-23.9478125,8bit,-22.945923260467623
244,-23.372581845238095,8bit,-22.945923260467623
245,-25.05283203125,8bit,-22.945923260467623
246,-23.02076480263158,8bit,-22.945923260467623
247,-23.1689453125,8bit,-22.945923260467623
248,-22.5234375,8bit,-22.945923260467623
249,-22.725033967391305,8bit,-22.945923260467623
250,-21.389096467391305,8bit,-22.945923260467623
251,-23.328125,8bit,-22.945923260467623
252,-23.120042067307693,8bit,-22.945923260467623
253,-22.799723307291668,8bit,-22.945923260467623
254,-20.753580729166668,8bit,-22.945923260467623
255,-22.888671875,8bit,-22.945923260467623
256,-21.196364182692307,8bit,-22.945923260467623
257,-23.45991847826087,8bit,-22.945923260467623
258,-22.14977384868421,8bit,-22.945923260467623
259,-22.35458096590909,8bit,-22.945923260467623
260,-24.20641447368421,8bit,-22.945923260467623
261,-23.539453125,8bit,-22.945923260467623
262,-23.293733016304348,8bit,-22.945923260467623
263,-22.05859375,8bit,-22.945923260467623
264,-22.638494318181817,8bit,-22.945923260467623
265,-22.87890625,8bit,-22.945923260467623
266,-20.04822716346154,8bit,-22.945923260467623
267,-21.62008101851852,8bit,-22.945923260467623
268,-23.243970788043477,8bit,-22.945923260467623
269,-22.9447265625,8bit,-22.945923260467623
270,-21.75546875,8bit,-22.945923260467623
271,-22.05921875,8bit,-22.945923260467623
272,-22.6814453125,8bit,-22.945923260467623
273,-23.83984375,8bit,-22.945923260467623
274,-23.94442471590909,8bit,-22.945923260467623
275,-23.204152960526315,8bit,-22.945923260467623
276,-22.51640625,8bit,-22.945923260467623
277,-23.759457236842106,8bit,-22.945923260467623
278,-22.50475543478261,8bit,-22.945923260467623
279,-22.450113932291668,8bit,-22.945923260467623
280,-24.379743303571427,8bit,-22.945923260467623
281,-23.69365985576923,8bit,-22.945923260467623
282,-22.606282552083332,8bit,-22.945923260467623
283,-23.62997159090909,8bit,-22.945923260467623
284,-21.126302083333332,8bit,-22.945923260467623
285,-20.8740625,8bit,-22.945923260467623
286,-22.72314453125,8bit,-22.945923260467623
287,-24.546712239583332,8bit,-22.945923260467623
288,-22.60891544117647,8bit,-22.945923260467623
289,-23.92763157894737,8bit,-22.945923260467623
290,-21.794921875,8bit,-22.945923260467623
291,-23.244791666666668,8bit,-22.945923260467623
292,-22.485085227272727,8bit,-22.945923260467623
293,-23.239524147727273,8bit,-22.945923260467623
294,-22.923990885416668,8bit,-22.945923260467623
295,-23.767045454545453,8bit,-22.945923260467623
296,-20.925595238095237,8bit,-22.945923260467623
297,-22.646175986842106,8bit,-22.945923260467623
298,-20.734375,8bit,-22.945923260467623
299,-22.475373641304348,8bit,-22.945923260467623
300,-22.730305989583332,8bit,-22.945923260467623
301,-23.25968070652174,8bit,-22.945923260467623
302,-23.6013671875,8bit,-22.945923260467623
303,-22.4876953125,8bit,-22.945923260467623
304,-22.578125,8bit,-22.945923260467623
305,-21.691162109375,8bit,-22.945923260467623
306,-22.003216911764707,8bit,-22.945923260467623
307,-23.231201171875,8bit,-22.945923260467623
308,-21.983963815789473,8bit,-22.945923260467623
309,-23.505284926470587,8bit,-22.945923260467623
310,-22.42660361842105,8bit,-22.945923260467623
311,-24.287464488636363,8bit,-22.945923260467623
312,-23.541370738636363,8bit,-22.945923260467623
313,-23.717261904761905,8bit,-22.945923260467623
314,-22.0208984375,8bit,-22.945923260467623
315,-22.803977272727273,8bit,-22.945923260467623
316,-21.614583333333332,8bit,-22.945923260467623
317,-22.724300986842106,8bit,-22.945923260467623
318,-22.32109375,8bit,-22.945923260467623
319,-24.901100852272727,8bit,-22.945923260467623
320,-22.765980113636363,8bit,-22.945923260467623
321,-23.536830357142858,8bit,-22.945923260467623
322,-23.26846590909091,8bit,-22.945923260467623
323,-24.3474609375,8bit,-22.945923260467623
324,-21.077947443181817,8bit,-22.945923260467623
325,-22.242897727272727,8bit,-22.945923260467623
326,-22.1814453125,8bit,-22.945923260467623
327,-23.7791015625,8bit,-22.945923260467623
328,-21.39453125,8bit,-22.945923260467623
329,-23.54091282894737,8bit,-22.945923260467623
330,-24.240625,8bit,-22.945923260467623
331,-25.49782986111111,8bit,-22.945923260467623
332,-21.6095703125,8bit,-22.945923260467623
333,-22.768612132352942,8bit,-22.945923260467623
334,-23.944972826086957,8bit,-22.945923260467623
335,-24.310191761363637,8bit,-22.945923260467623
336,-23.364676339285715,8bit,-22.945923260467623
337,-21.56551846590909,8bit,-22.945923260467623
338,-23.469921875,8bit,-22.945923260467623
339,-22.16529605263158,8bit,-22.945923260467623
340,-22.1503125,8bit,-22.945923260467623
341,-24.07578125,8bit,-22.945923260467623
342,-23.159412202380953,8bit,-22.945923260467623
343,-21.62411221590909,8bit,-22.945923260467623
344,-22.657645089285715,8bit,-22.945923260467623
345,-24.608506944444443,8bit,-22.945923260467623
346,-22.322737068965516,8bit,-22.945923260467623
347,-22.486197916666665,8bit,-22.945923260467623
348,-20.85835597826087,8bit,-22.945923260467623
349,-23.107421875,8bit,-22.945923260467623
350,-22.291087962962962,8bit,-22.945923260467623
351,-24.051432291666668,8bit,-22.945923260467623
352,-20.672433035714285,8bit,-22.945923260467623
353,-22.402157738095237,8bit,-22.945923260467623
354,-22.224446614583332,8bit,-22.945923260467623
355,-22.855143229166668,8bit,-22.945923260467623
356,-22.5130859375,8bit,-22.945923260467623
357,-22.27170138888889,8bit,-22.945923260467623
358,-24.007472826086957,8bit,-22.945923260467623
359,-22.619419642857142,8bit,-22.945923260467623
360,-22.650390625,8bit,-22.945923260467623
361,-24.349888392857142,8bit,-22.945923260467623
362,-22.080502717391305,8bit,-22.945923260467623
363,-23.50390625,8bit,-22.945923260467623
364,-23.024375,8bit,-22.945923260467623
365,-23.57039741847826,8bit,-22.945923260467623
366,-23.23025173611111,8bit,-22.945923260467623
367,-23.5431640625,8bit,-22.945923260467623
368,-22.854789402173914,8bit,-22.945923260467623
369,-22.174422554347824,8bit,-22.945923260467623
370,-22.787464488636363,8bit,-22.945923260467623
371,-23.63671875,8bit,-22.945923260467623
372,-22.62601273148148,8bit,-22.945923260467623
373,-22.8425,8bit,-22.945923260467623
374,-23.211805555555557,8bit,-22.945923260467623
375,-25.107840401785715,8bit,-22.945923260467623
376,-23.321001838235293,8bit,-22.945923260467623
377,-21.25452302631579,8bit,-22.945923260467623
378,-23.51904296875,8bit,-22.945923260467623
379,-22.45654296875,8bit,-22.945923260467623
380,-23.77014802631579,8bit,-22.945923260467623
381,-24.035900297619047,8bit,-22.945923260467623
382,-22.087890625,8bit,-22.945923260467623
383,-20.605638586956523,8bit,-22.945923260467623
384,-22.838125,8bit,-22.945923260467623
385,-25.361607142857142,8bit,-22.945923260467623
386,-23.273065476190474,8bit,-22.945923260467623
387,-23.232935855263158,8bit,-22.945923260467623
388,-23.8128125,8bit,-22.945923260467623
